iter	MultiClass
332	0.3908432405
333	0.3906767524
334	0.3905160712
335	0.3904020692
336	0.3902698487
337	0.3900623925
338	0.3899590474
339	0.3898512353
340	0.3897759678
341	0.3896810779
342	0.3896056828
343	0.3894536164
344	0.389329851
345	0.389247947
346	0.3890954977
347	0.38893705
348	0.3888786292
349	0.3887931516
350	0.3887164165
351	0.388574273
352	0.3884758414
353	0.3882382336
354	0.3881413017
355	0.3879419179
356	0.3878080063
357	0.3877056502
358	0.3876486652
359	0.387524166
360	0.3873534981
361	0.3871996449
362	0.3871271533
363	0.3870217342
364	0.3869919335
365	0.386944329
366	0.3868124913
367	0.38671055
368	0.3865992601
369	0.3864843967
370	0.3863816577
371	0.3862941063
372	0.3861910802
373	0.3860683358
374	0.3859773066
375	0.3858021398
376	0.3856542213
377	0.3855772947
378	0.3854888817
379	0.3853786447
380	0.3852937734
381	0.385140335
382	0.3850675882
383	0.3850129323
384	0.3848899328
385	0.3848173774
386	0.3847194244
387	0.3845816521
388	0.3845133721
389	0.3844166316
390	0.3843465649
391	0.3842435388
392	0.3841792791
393	0.384118912
394	0.3840108765
395	0.383853737
396	0.3837452549
397	0.3835735659
398	0.3835117949
399	0.3834461633
400	0.3833686623
401	0.3832307305
402	0.3831107301
403	0.3828831729
404	0.3827792215
405	0.3827032202
406	0.3826032571
407	0.3824880427
408	0.3823304246
409	0.3823031126
410	0.382225516
411	0.3821272758
412	0.3819976078
413	0.3818961132
414	0.3818513803
415	0.3817754428
416	0.3815915975
417	0.3815133627
418	0.3813672628
419	0.3812926973
420	0.3812468476
421	0.3811308037
422	0.3810208857
423	0.3809343872
424	0.38084674
425	0.3807185397
426	0.3805423519
427	0.3804930245
428	0.3804108014
429	0.3803277488
430	0.3802275623
431	0.3800009304
432	0.3798629986
433	0.3797512301
434	0.3795835295
435	0.3794688575
436	0.3793627683
437	0.3792211991
438	0.3790713662
439	0.3790283881
440	0.3788883504
441	0.3788310783
442	0.3786938803
443	0.3785757305
444	0.3784915292
445	0.3783891093
446	0.3783472161
447	0.3782680879
448	0.3781771863
449	0.3781076301
450	0.3779990203
451	0.3778891662
452	0.3778006576
453	0.3776252675
454	0.3775593168
455	0.3774359343
456	0.3773004912
457	0.3772332003
458	0.3771203151
459	0.3770122797
460	0.3768531938
461	0.3766623291
462	0.376633358
463	0.3765004674
464	0.3764007914
465	0.3763044657
466	0.3761576957
467	0.3760479693
468	0.3759698302
469	0.3758116059
470	0.3755475157
471	0.3754221231
472	0.3753383685
473	0.3752764699
474	0.3751408991
475	0.3750006381
476	0.3748848813
477	0.3748462106
478	0.3747317939
479	0.3746855295
480	0.3746118573
481	0.3745058001
482	0.3744084852
483	0.374373771
484	0.3742621939
485	0.3741828424
486	0.3740343495
487	0.3739138386
488	0.3738352848
489	0.3736878129
490	0.3735562305
491	0.3733578039
492	0.3732682743
493	0.3731876784
494	0.373129449
495	0.3729979942
496	0.3729355532
497	0.3728611472
498	0.3727437313
499	0.3725766369
500	0.3725208324
501	0.3723780189
502	0.372244522
503	0.3720890416
504	0.3719602031
505	0.3718952096
506	0.3718320985
507	0.3717600217
508	0.3716652275
509	0.3715089813
510	0.3714362026
511	0.371384163
512	0.371251081
513	0.3711650291
514	0.3711184775
515	0.3710507719
516	0.370981822
517	0.3708725422
518	0.3708046132
519	0.3707188166
520	0.3704655428
521	0.3703572521
522	0.3700867487
523	0.3699393406
524	0.3698705821
525	0.3697904329
526	0.3696950325
527	0.3695862632
528	0.3694869701
529	0.3693812639
530	0.3692396628
531	0.3691755626
532	0.3690778968
533	0.3689705952
534	0.3688635808
535	0.3688224852
536	0.368764894
537	0.368720161
538	0.3686769277
539	0.3685944813
540	0.3685503227
541	0.3684373098
542	0.368402117
543	0.3682640894
544	0.3681953628
545	0.368141696
546	0.3680246949
547	0.3679042797
548	0.3678803498
549	0.3677060127
550	0.3674724889
551	0.3674100798
552	0.3672738071
553	0.367099789
554	0.3670392943
555	0.3668942473
556	0.3667935184
557	0.3667309179
558	0.3665301302
559	0.3663331713
560	0.3662743357
561	0.3662099484
562	0.3661010196
563	0.3659688947
564	0.3658665067
565	0.3657290854
566	0.3656483619
567	0.365528904
568	0.3653669465
569	0.3652199214
570	0.3651276158
571	0.3650838082
572	0.3650126567
573	0.3649214041
574	0.3648067959
575	0.3647200421
576	0.3645871196
577	0.3644585363
578	0.3644033381
579	0.3643289321
580	0.3641755575
581	0.3639183273
582	0.3638332964
583	0.3637624001
584	0.363655641
585	0.3635809478
586	0.363468956
587	0.3633794582
588	0.3632905986
589	0.36323824
590	0.3631755118
591	0.363086397
592	0.3630589574
593	0.3629388613
594	0.3628346227
595	0.3627133461
596	0.3625928671
597	0.3625311599
598	0.3624522551
599	0.3623387956
600	0.362238992
601	0.3620665373
602	0.3619689672
603	0.3619051542
604	0.3617880254
605	0.3617486209
606	0.3616531247
607	0.3615944167
608	0.3614464981
609	0.3613716455
610	0.3613127461
611	0.3612642801
612	0.3611925223
613	0.3610181214
614	0.360873202
615	0.3607498195
616	0.3607176897
617	0.3605884364
618	0.3605143176
619	0.3604089942
620	0.360353764
621	0.3602209053
622	0.3601174964
623	0.3599924547
624	0.3599615054
625	0.3597841052
626	0.359741542
627	0.3596660193
628	0.3595721184
629	0.3594974891
630	0.3593967602
631	0.3593104531
632	0.359242237
633	0.3591900061
634	0.3589735523
635	0.3588239427
636	0.3586688452
637	0.3586283877
638	0.3584021067
639	0.3583394105
640	0.3582704605
641	0.358159362
642	0.35810544
643	0.3578844237
644	0.3577967765
645	0.3577579463
646	0.3576874967
647	0.3576620672
648	0.3575950954
649	0.3575299743
650	0.357474106
651	0.3574079638
652	0.3573352169
653	0.3572263519
654	0.3571333764
655	0.3570201721
656	0.3568552792
657	0.3567483924
658	0.3566302426
659	0.3564818774
660	0.356372119
661	0.3563351393
662	0.3562544159
663	0.3561556652
664	0.3560859814
665	0.355937648
666	0.3558158928
667	0.3557322339
668	0.3556422257
669	0.3555935044
670	0.3555688407
671	0.355472164
672	0.3553511745
673	0.3552493928
674	0.3551481534
675	0.3550811497
676	0.3549234997
677	0.3548191016
678	0.3547386334
679	0.3546521667
680	0.3545731343
681	0.3544441044
682	0.3543779622
683	0.3543654868
684	0.3542540373
685	0.3542216841
686	0.3541303677
687	0.3541092137
688	0.3540547174
689	0.3539145521
690	0.3537659635
691	0.3536563327
692	0.3535451704
693	0.353490036
694	0.3534127903
695	0.3533898495
696	0.353304723
697	0.3532337948
698	0.3530414305
699	0.3528655618
700	0.3527523575
701	0.3527254603
702	0.3526372707
703	0.3525915487
704	0.3525389668
705	0.3523998863
706	0.352279535
707	0.3521735734
708	0.3521091223
709	0.3520316214
710	0.3519716052
711	0.3518967207
712	0.3517931202
713	0.3516962202
714	0.3514628879
715	0.3514046585
716	0.3513504174
717	0.3512564847
718	0.3511580212
719	0.3509959999
720	0.3508823809
721	0.3508025827
722	0.3507305697
723	0.3506666291
724	0.3505613376
725	0.3504514835
726	0.3503080956
727	0.3502157901
728	0.3501246013
729	0.3500701688
730	0.3499395755
731	0.3498022179
732	0.3496234458
733	0.3494497786
734	0.3493595151
735	0.3492677201
736	0.3492291451
737	0.3491932822
738	0.3490520002
739	0.3489685009
740	0.3489091229
741	0.3488574343
742	0.348753802
743	0.3486658676
744	0.3485623629
745	0.3484594963
746	0.348350057
747	0.3482389586
748	0.3480912952
749	0.3478809994
750	0.3478135491
751	0.3477350272
752	0.3476482734
753	0.3475946385
754	0.3475115221
755	0.3474616203
756	0.3474163131
757	0.3473182325
758	0.3472587587
759	0.3471476603
760	0.3470323182
761	0.3468712861
762	0.3467480951
763	0.3466134496
764	0.3465850528
765	0.3465376716
766	0.3463924332
767	0.3463091253
768	0.3462500345
769	0.3461364473
770	0.3460580849
771	0.3459825622
772	0.3458989352
773	0.3458302724
774	0.3457587061
775	0.3456995515
776	0.3455748608
777	0.345459455
778	0.3453744561
779	0.3452995396
780	0.3452168698
781	0.3451309137
782	0.345073131
783	0.3449657337
784	0.3448749916
785	0.3448055311
786	0.3447195112
787	0.3444203238
788	0.3443633069
789	0.3442745111
790	0.3441636998
791	0.3440866775
792	0.3439917875
793	0.3439437363
794	0.3438869427
795	0.3438320635
796	0.3437454374
797	0.3436205872
798	0.3434205653
799	0.3433338753
800	0.3432415698
801	0.3431751723
802	0.3431578471
803	0.3431113274
804	0.3430274452
805	0.3429423186
806	0.3428790799
807	0.3428242327
808	0.3427742352
809	0.34274871
810	0.3426657849
811	0.3425324795
812	0.3424122239
813	0.342356579
814	0.3422722182
815	0.3422154246
816	0.3421458684
817	0.341986623
818	0.3418806615
819	0.3418370134
820	0.3417046652
821	0.3416617828
822	0.3416028834
823	0.3414873181
824	0.3414400645
825	0.3413984903
826	0.3412701943
827	0.3412152513
828	0.3411572452
829	0.3411066096
830	0.3410677475
831	0.3408893263
832	0.3408373506
833	0.3407491291
834	0.3406797962
835	0.340550192
836	0.3404934941
837	0.3403559771
838	0.3402842513
839	0.3401377685
840	0.3400697438
841	0.3399992304
842	0.3399132743
843	0.3397903704
844	0.3396769747
845	0.3395460623
846	0.339361515
847	0.3392586165
848	0.3391633437
849	0.3389560152
850	0.3389130691
851	0.3387724252
852	0.3386395346
853	0.3385311482
854	0.3384218365
855	0.3383354655
856	0.3382456806
857	0.3381839734
858	0.3380840742
859	0.337991641
860	0.3378340867
861	0.3377683593
862	0.3376891035
863	0.3376295021
864	0.3375430355
865	0.3374700653
866	0.3373640081
867	0.3372370521
868	0.3372050818
869	0.3371315373
870	0.3370661289
871	0.3369207948
872	0.3368278511
873	0.3367299939
874	0.3366408471
875	0.3365311844
876	0.336462394
877	0.3363586021
878	0.3363152412
879	0.336221436
880	0.3361621856
881	0.3360673914
882	0.335982201
883	0.3358746761
884	0.3357256727
885	0.3356356963
886	0.3355852841
887	0.335523545
888	0.3354018216
889	0.3353357113
890	0.3352576361
891	0.3351374124
892	0.3351217463
893	0.3350545193
894	0.3349685951
895	0.3348531573
896	0.3348139761
897	0.3347518861
898	0.334673747
899	0.3346002982
900	0.3345293063
901	0.3344591438
902	0.3343829192
903	0.334359085
904	0.3343112572
905	0.3342087097
906	0.3340933676
907	0.3339859384
908	0.3339043216
909	0.3338219709
910	0.3337624014
911	0.3336415396
912	0.3335242193
913	0.3334321052
914	0.3333357795
915	0.3332142795
916	0.3330186288
917	0.3329091895
918	0.3328633717
919	0.3327951237
920	0.3327485402
921	0.3326098745
922	0.3324748143
923	0.332361259
924	0.3322307295
925	0.3321354567
926	0.3320613059
927	0.3319184924
928	0.3318233791
929	0.3317171623
930	0.3316719827
931	0.3315512804
932	0.3314754386
933	0.3314154225
934	0.3313365496
935	0.3311868762
936	0.3310971551
937	0.330980473
938	0.3308972927
939	0.3308276089
940	0.3307077999
941	0.3306333302
942	0.3304927182
943	0.3303581684
944	0.3303004176
945	0.3302564824
946	0.3301312493
947	0.3300606083
948	0.3299470531
949	0.3298393686
950	0.3297089986
951	0.3295639835
952	0.3295054989
953	0.3294018346
954	0.3293538473
955	0.329285344
956	0.3292264765
957	0.3291720121
958	0.3290890551
959	0.3290172974
960	0.3289580789
961	0.328810639
962	0.3286348022
963	0.3285635231
964	0.3284167212
965	0.3283453144
966	0.3282534556
967	0.3281889406
968	0.3281114716
969	0.3280610913
970	0.3280139015
971	0.3278992295
972	0.3278238026
973	0.3277652222
974	0.3277157352
975	0.3276926349
976	0.3276194414
977	0.3275592976
978	0.3274561439
979	0.3272889538
980	0.3272536652
981	0.3272251727
982	0.3271907455
983	0.3271476079
984	0.3270307025
985	0.3269336429
986	0.3268386891
987	0.3267848628
988	0.3266958437
989	0.3265213151
990	0.326314178
991	0.3262501736
992	0.3262051216
993	0.3261198355
994	0.3260608723
995	0.325953794
996	0.3258052373
997	0.3256899272
998	0.3254912773
999	0.3253800193
